safety	10753	children:	-3569.0354312029594	defective:	-3448.379033622611	property	damage:	-3519.53877657783	safety:	-3303.0218349262996
safety	10753	children:	-3569.0354312029594	defective:	-3448.379033622611	property	damage:	-3519.53877657783	safety:	-3303.0218349262996
safety	04574	children:	-2288.9132009393793	defective:	-2251.1203729870053	property	damage:	-2227.900856888383	safety:	-2227.3825901530618
children	04575	children:	-2935.9058510042983	defective:	-2982.650282389863	property	damage:	-2961.793558792007	safety:	-3011.819107669566
property damage	05597	children:	-2612.8205449265174	defective:	-2644.7818233316007	property	damage:	-2602.3357308296586	safety:	-2638.6687746460707
property damage	08600	children:	-3215.6319360124107	defective:	-3093.6561214510252	property	damage:	-3073.2196462304155	safety:	-3080.475001943545
safety	05592	children:	-2767.74372730561	defective:	-2630.4124271711007	property	damage:	-2729.7041762936456	safety:	-2623.9598012623765
safety	05593	children:	-3499.953975279108	defective:	-3316.2100241748	property	damage:	-3384.151410221877	safety:	-3295.814581017459
safety	10749	children:	-3174.8506605696507	defective:	-3116.760145100857	property	damage:	-3102.096943046437	safety:	-3097.1254880909546
safety	02554	children:	-1921.7177411674961	defective:	-1855.2288938529248	property	damage:	-1942.3195112196001	safety:	-1840.0260144114204
safety	02555	children:	-3850.783785519141	defective:	-3624.300992062685	property	damage:	-3693.0132379719066	safety:	-3500.7593609756495
defective	08601	children:	-2357.2506052756503	defective:	-2239.919807320593	property	damage:	-2301.052139433806	safety:	-2298.2356258637965
safety	01520	children:	-2754.8019645988898	defective:	-2729.043791554469	property	damage:	-2753.415252275881	safety:	-2658.0282656694617
defective	07570	children:	-3109.666935482173	defective:	-3101.6753210453912	property	damage:	-3257.753391659837	safety:	-3143.234701695031
property damage	02558	children:	-3280.007262965634	defective:	-3336.7758605422277	property	damage:	-3253.392803370931	safety:	-3358.919402889651
defective	12745	children:	-4379.453911040484	defective:	-4086.3566961841784	property	damage:	-4225.933565254883	safety:	-4196.312449378414
safety	02557	children:	-2748.269126050125	defective:	-2644.9809598104443	property	damage:	-2666.7668638143446	safety:	-2641.739175140439
safety	12746	children:	-2489.182582015875	defective:	-2476.6029891409366	property	damage:	-2433.3515555248164	safety:	-2379.5476194448197
property damage	05598	children:	-3271.638189308353	defective:	-3022.8203570114288	property	damage:	-2926.6703020739706	safety:	-3048.192420579785
children	07571	children:	-2460.3757193064002	defective:	-2540.5460142646743	property	damage:	-2568.564949737586	safety:	-2518.6716114987626
children	10754	children:	-2907.8219407823863	defective:	-3024.919642919218	property	damage:	-3023.4116297378378	safety:	-2968.9090071099045
children	05599	children:	-3128.2067227925036	defective:	-3165.443317607609	property	damage:	-3159.4952863556955	safety:	-3138.121368726941
safety	09765	children:	-2615.159676626868	defective:	-2528.280520681668	property	damage:	-2511.7440787905443	safety:	-2415.62178527463
property damage	09766	children:	-3787.211297665402	defective:	-3687.982190895017	property	damage:	-3346.0403121066793	safety:	-3702.649377411765
property damage	04576	children:	-4034.8509139630205	defective:	-3871.9575371254355	property	damage:	-3590.3070604832083	safety:	-3820.4192447741266
property damage	04577	children:	-3752.008690881537	defective:	-3569.7258198346103	property	damage:	-3336.163660311202	safety:	-3571.873349341987
safety	02559	children:	-3707.1925147315023	defective:	-3524.8247953337122	property	damage:	-3605.3237496190877	safety:	-3374.1029746096197
defective	08602	children:	-2746.129376044	defective:	-2562.224643119952	property	damage:	-2571.70174233906	safety:	-2610.218926505003
safety	01521	children:	-2667.852826455075	defective:	-2543.741757732457	property	damage:	-2570.265780151445	safety:	-2511.9956990036053
safety	01522	children:	-2737.5084335259476	defective:	-2636.331450058679	property	damage:	-2734.3359249505634	safety:	-2586.4537985166476
defective	02560	children:	-2256.2497737979274	defective:	-2154.3188135084606	property	damage:	-2194.807907445145	safety:	-2172.8781328105033
safety	08603	children:	-2144.9264329081366	defective:	-2023.3042403431268	property	damage:	-2137.263365391869	safety:	-2004.9299069701092
defective	06577	children:	-3328.047200093072	defective:	-3048.0293532425057	property	damage:	-3180.6420836308416	safety:	-3115.4385695095984
children	08604	children:	-3125.4397693734677	defective:	-3219.7840737483157	property	damage:	-3266.521260258519	safety:	-3203.9877071558312
safety	05594	children:	-3411.567822152624	defective:	-3337.3364253771065	property	damage:	-3258.941845537215	safety:	-3173.303313988424
defective	07566	children:	-3660.847705299429	defective:	-3490.8691575444423	property	damage:	-3532.1553660482186	safety:	-3491.2844568766914
defective	07567	children:	-3825.705718267487	defective:	-3539.495452656154	property	damage:	-3593.0305892833876	safety:	-3673.511956395157
defective	07568	children:	-2423.4050950125966	defective:	-2314.215786012317	property	damage:	-2452.8361056741046	safety:	-2361.0533848713876
children	07573	children:	-2998.164652591936	defective:	-3119.7727779383736	property	damage:	-3236.4100535810717	safety:	-3029.5297476207415
safety	04578	children:	-2518.070534891586	defective:	-2464.5593039446194	property	damage:	-2516.5033154572156	safety:	-2459.801721286703
property damage	03549	children:	-2555.270738354575	defective:	-2520.5254962837244	property	damage:	-2481.090526450713	safety:	-2484.7874247188834
defective	03550	children:	-2478.3270880581454	defective:	-2444.0927316621683	property	damage:	-2521.4110641417155	safety:	-2458.184674176727
children	09760	children:	-3142.2594911325573	defective:	-3208.3058741777195	property	damage:	-3283.3939859981942	safety:	-3236.637494532967
children	09761	children:	-3175.552597859214	defective:	-3259.4598403628106	property	damage:	-3319.2065425327046	safety:	-3241.024336177384
safety	09762	children:	-3737.115332521692	defective:	-3533.7012659135853	property	damage:	-3500.3224529113677	safety:	-3411.4662731820918
safety	09763	children:	-2575.18472594094	defective:	-2409.4232693590684	property	damage:	-2451.1509871459516	safety:	-2408.037562645927
safety	10750	children:	-2977.642031201004	defective:	-2750.9351892482214	property	damage:	-2814.571967587092	safety:	-2722.917224180264
safety	02550	children:	-3341.294276100389	defective:	-3171.17233691821	property	damage:	-3152.120155959101	safety:	-3119.0315305937224
safety	04571	children:	-2666.16095118171	defective:	-2738.6841797429834	property	damage:	-2725.5789550554287	safety:	-2655.62123378096
safety	02551	children:	-2748.744662866196	defective:	-2640.0546783547697	property	damage:	-2629.1659299301496	safety:	-2589.6908048278806
defective	02556	children:	-2077.054139413918	defective:	-1931.7785989926692	property	damage:	-2024.9360601111744	safety:	-2010.2964711638256
defective	10751	children:	-3352.039046612198	defective:	-3100.287047658676	property	damage:	-3165.055113897749	safety:	-3207.672211643015
safety	04145	children:	-2850.756795164698	defective:	-2940.246236801734	property	damage:	-2890.8249717119984	safety:	-2741.661310381325
property damage	04061	children:	-2913.7742343012897	defective:	-2893.951749306345	property	damage:	-2876.658845575264	safety:	-2876.67991311256
property damage	01101	children:	-3724.1973643825695	defective:	-3727.8490595443236	property	damage:	-3674.969182988454	safety:	-3757.8896581065746
safety	04521	children:	-2212.003996837872	defective:	-2115.9242565727436	property	damage:	-2068.6165591728286	safety:	-2021.2807263112097
safety	04522	children:	-2473.036742016259	defective:	-2274.2069149228296	property	damage:	-2404.547240553675	safety:	-2261.311262551987
safety	05524	children:	-3198.464299116005	defective:	-3032.20544638489	property	damage:	-3076.720544322554	safety:	-2985.724940519692
safety	05525	children:	-3351.866557248636	defective:	-3180.26775242188	property	damage:	-3186.9064792659465	safety:	-3138.176807880171
safety	08522	children:	-3709.910988258625	defective:	-3630.850887403448	property	damage:	-3584.956443756401	safety:	-3564.35690788244
defective	08523	children:	-2388.1797758851985	defective:	-2303.834377816796	property	damage:	-2340.8220840937224	safety:	-2333.4281648162823
defective	08524	children:	-3010.153214540221	defective:	-2809.9703642267323	property	damage:	-2843.834594788663	safety:	-2893.5927420887588
safety	08525	children:	-3059.0076974258254	defective:	-3024.609392726233	property	damage:	-3068.93294813651	safety:	-2939.6510894701546
defective	09712	children:	-3038.45094447802	defective:	-2860.972081441624	property	damage:	-2884.2982214983163	safety:	-2905.3419055484196
defective	04523	children:	-2228.679560150109	defective:	-2204.733215377207	property	damage:	-2289.6366186226314	safety:	-2217.4084456274913
safety	04524	children:	-3633.262105577725	defective:	-3462.734773456287	property	damage:	-3507.49842744233	safety:	-3327.1547805952696
safety	03515	children:	-2387.289842065809	defective:	-2366.564261393296	property	damage:	-2413.9607542783856	safety:	-2328.145622696849
safety	08526	children:	-2640.3087195892813	defective:	-2648.0208776378217	property	damage:	-2741.670852444249	safety:	-2618.276359993487
property damage	12707	children:	-3380.1900024065876	defective:	-3268.1751463769424	property	damage:	-3251.201377269415	safety:	-3343.207054151632
safety	06516	children:	-4179.0298741718025	defective:	-4002.9360715148528	property	damage:	-4164.506709076207	safety:	-3936.889304046655
safety	06517	children:	-3354.178303141964	defective:	-3330.446771916714	property	damage:	-3381.738263336089	safety:	-3231.5439592725847
children	04525	children:	-2650.9487685661106	defective:	-2671.3815933203136	property	damage:	-2726.9361825590872	safety:	-2717.699876047091
children	10710	children:	-4059.5670902135384	defective:	-4113.196237494318	property	damage:	-4143.2889946152545	safety:	-4069.584308730423
safety	12708	children:	-3653.4690146028556	defective:	-3541.147424214757	property	damage:	-3558.253820763448	safety:	-3490.348028401821
safety	06518	children:	-2871.6666897969	defective:	-2802.8489163965705	property	damage:	-2839.3202294821467	safety:	-2717.433057402289
safety	09713	children:	-3135.945035827756	defective:	-2951.421533407791	property	damage:	-2982.9378614083803	safety:	-2928.9115957055596
safety	11711	children:	-3024.6885303471436	defective:	-2919.019451851882	property	damage:	-2994.9866679944585	safety:	-2830.8113787613966
property damage	10711	children:	-4591.2351195947795	defective:	-4602.475413136346	property	damage:	-4561.181772156045	safety:	-4567.616304326177
property damage	10711	children:	-4591.2351195947795	defective:	-4602.475413136346	property	damage:	-4561.181772156045	safety:	-4567.616304326177
safety	10712	children:	-3859.6856569179185	defective:	-3870.1974136193994	property	damage:	-3817.8596028626835	safety:	-3767.4370706179425
safety	10712	children:	-3859.6856569179185	defective:	-3870.1974136193994	property	damage:	-3817.8596028626835	safety:	-3767.4370706179425
children	01505	children:	-2794.5741015506123	defective:	-2815.1862272815324	property	damage:	-2907.8986869753458	safety:	-2829.0405176005497
property damage	04526	children:	-3785.2433357983123	defective:	-3602.6866647534434	property	damage:	-3587.312022039687	safety:	-3617.527603451699
property damage	07512	children:	-3041.6450550865693	defective:	-2901.7566647040803	property	damage:	-2867.3787373960654	safety:	-2963.5004187914665
defective	03516	children:	-3225.916840184718	defective:	-3121.8639224226918	property	damage:	-3156.6025756896966	safety:	-3229.811264900369
safety	07513	children:	-3049.6967614393548	defective:	-3030.492321974534	property	damage:	-3151.9701834618513	safety:	-2962.5069093972747
safety	08527	children:	-3099.2220146771647	defective:	-2930.596251696592	property	damage:	-3028.137837645647	safety:	-2797.0246696288596
safety	08528	children:	-2224.7395372812803	defective:	-2193.81448761102	property	damage:	-2270.785672372067	safety:	-2137.158357191513
children	08529	children:	-2526.716333571522	defective:	-2614.592672724943	property	damage:	-2656.4787731818624	safety:	-2595.059343918997
children	04517	children:	-2506.289162358314	defective:	-2568.3862856892274	property	damage:	-2631.860341704967	safety:	-2525.793708081413
children	04518	children:	-2384.859631102589	defective:	-2462.0317786680525	property	damage:	-2551.333482055228	safety:	-2420.4377334910305
children	04519	children:	-2453.528190336942	defective:	-2512.6685745946074	property	damage:	-2581.9220929178477	safety:	-2483.449378028338
defective	10708	children:	-3774.3258309287053	defective:	-3539.7311843970265	property	damage:	-3664.282970466021	safety:	-3542.0421997646436
defective	08530	children:	-3541.41949731943	defective:	-3299.1100419051572	property	damage:	-3360.072831842851	safety:	-3374.3021253720663
defective	05526	children:	-4171.456395163882	defective:	-3727.255127309656	property	damage:	-3913.7358203802314	safety:	-3946.746500552959
safety	06520	children:	-3742.5620264694776	defective:	-3638.218178404053	property	damage:	-3666.298207956611	safety:	-3571.233348727048
safety	10713	children:	-4129.310299841227	defective:	-3787.1187249026116	property	damage:	-3936.5645172923496	safety:	-3706.936164425603
safety	12709	children:	-4171.92669038358	defective:	-3987.8605358625855	property	damage:	-4113.274765997225	safety:	-3877.084379993867
defective	04527	children:	-3234.7605682105573	defective:	-2994.439290949181	property	damage:	-3074.534977972607	safety:	-3049.2812549594464
defective	09715	children:	-2422.4834254405046	defective:	-2246.818066040793	property	damage:	-2392.569260203907	safety:	-2305.603541944081
