contamination	3d13ad94d4	contamination:	-273.64178143939307	mislabeled:	-325.0381960862568
contamination	dd989f9e2e	contamination:	-277.37102896907896	mislabeled:	-295.95459754234827
mislabeled	07da50ec65	contamination:	-255.022769639577	mislabeled:	-224.30727011426802
mislabeled	634afbcac1	contamination:	-265.4106466752593	mislabeled:	-225.87841675906708
mislabeled	b8720c87b1	contamination:	-227.79739446447843	mislabeled:	-196.40611450816652
contamination	70c2e7c267	contamination:	-286.94043465829617	mislabeled:	-308.5614112487548
contamination	cc578a4dce	contamination:	-323.60781346848455	mislabeled:	-346.8075988487909
contamination	2461d2a54d	contamination:	-673.9706456298443	mislabeled:	-689.1368510722099
contamination	1a4bd28e24	contamination:	-771.5784199818024	mislabeled:	-778.9358291132352
contamination	190c3daba5	contamination:	-299.4322072111458	mislabeled:	-307.7989517179865
mislabeled	fe1ac38886	contamination:	-314.59604945648374	mislabeled:	-251.23422569272893
mislabeled	555ccac01a	contamination:	-377.0525363173781	mislabeled:	-306.024402843043
mislabeled	348871db8f	contamination:	-296.56423773021544	mislabeled:	-234.5442759420131
contamination	31f376b3c0	contamination:	-176.22272495606802	mislabeled:	-217.71201307327863
contamination	5303ef6b38	contamination:	-408.59141653786423	mislabeled:	-451.58886755634956
mislabeled	b8720c87b1	contamination:	-227.79739446447843	mislabeled:	-196.40611450816652
contamination	70c2e7c267	contamination:	-286.94043465829617	mislabeled:	-308.5614112487548
contamination	cc578a4dce	contamination:	-323.60781346848455	mislabeled:	-346.8075988487909
contamination	2461d2a54d	contamination:	-673.9706456298443	mislabeled:	-689.1368510722099
contamination	1a4bd28e24	contamination:	-771.5784199818024	mislabeled:	-778.9358291132352
contamination	190c3daba5	contamination:	-299.4322072111458	mislabeled:	-307.7989517179865
mislabeled	fe1ac38886	contamination:	-314.59604945648374	mislabeled:	-251.23422569272893
mislabeled	555ccac01a	contamination:	-377.0525363173781	mislabeled:	-306.024402843043
mislabeled	348871db8f	contamination:	-296.56423773021544	mislabeled:	-234.5442759420131
contamination	31f376b3c0	contamination:	-176.22272495606802	mislabeled:	-217.71201307327863
contamination	5303ef6b38	contamination:	-408.59141653786423	mislabeled:	-451.58886755634956
contamination	0f4765850a	contamination:	-246.55755940740423	mislabeled:	-286.80076113177665
contamination	021168cce9	contamination:	-400.9510832122229	mislabeled:	-413.1469888330051
